id,match_id,frame_number,timestamp,tracked_objects,ball_position,created_at,analysis_scope,speed,distance,has_ball,object_type,tracker_id,team_id,x,y,x_transformed,y_transformed
c0b73c10-8e9d-4341-beac-0f59c9eec62f,19649b2c-71ea-4590-a90e-41d2a130dd2e,2500,104.166666666667,[],null,2025-10-26 10:32:00.461526+00,full,0,0,false,player,4222,1,514,388,6.74967575073242,41.003604888916
ff2ebf16-b13a-433c-a584-107d6c99878a,19649b2c-71ea-4590-a90e-41d2a130dd2e,2500,104.166666666667,[],null,2025-10-26 10:32:00.461526+00,full,0,0,false,player,4466,1,618,330,9.99641036987305,33.2450408935547
e7417c1f-a175-482b-8020-cbc77315b03c,19649b2c-71ea-4590-a90e-41d2a130dd2e,2500,104.166666666667,[],null,2025-10-26 10:32:00.461526+00,full,0,0,false,player,4483,2,452,277,5.16440725326538,25.8420734405518
b8e063a6-7618-4658-bdce-6bcb1450bdab,19649b2c-71ea-4590-a90e-41d2a130dd2e,2500,104.166666666667,[],null,2025-10-26 10:32:00.461526+00,full,0,0,true,player,4402,1,754,224,14.6478424072266,18.120023727417
fefc5e13-b858-43a2-bccc-9aad49ff7b61,19649b2c-71ea-4590-a90e-41d2a130dd2e,2500,104.166666666667,[],null,2025-10-26 10:32:00.461526+00,full,0,0,false,player,4417,1,747,279,14.1149368286133,26.1270980834961
bfb47789-010b-434a-a8c1-832ad660c818,19649b2c-71ea-4590-a90e-41d2a130dd2e,2500,104.166666666667,[],null,2025-10-26 10:32:00.461526+00,full,0,0,false,player,4479,2,529,310,7.40629482269287,30.4876880645752
603d0484-32ae-49dd-aa16-0efcc501fda7,19649b2c-71ea-4590-a90e-41d2a130dd2e,2500,104.166666666667,[],null,2025-10-26 10:32:00.461526+00,full,0,0,false,player,4476,1,670,299,11.6846771240234,28.9525928497314
026e882c-7973-432b-a3d2-efabb7b0ede7,19649b2c-71ea-4590-a90e-41d2a130dd2e,2500,104.166666666667,[],null,2025-10-26 10:32:00.461526+00,full,0,0,false,player,4463,1,354,255,2.20660161972046,22.6765956878662
8b07f82f-7c39-4a3c-8354-06ac36beadd9,19649b2c-71ea-4590-a90e-41d2a130dd2e,2500,104.166666666667,[],null,2025-10-26 10:32:00.461526+00,full,0,0,false,player,4475,2,627,239,10.6416721343994,20.3390731811523
feb8f593-c33f-4b1f-92fe-3efc8054b18b,19649b2c-71ea-4590-a90e-41d2a130dd2e,2500,104.166666666667,[],null,2025-10-26 10:32:00.461526+00,full,0,0,false,player,4375,1,542,288,7.86407232284546,27.4041137695312
30b86cca-5aed-4adc-9fab-5051939b688f,19649b2c-71ea-4590-a90e-41d2a130dd2e,2500,104.166666666667,[],null,2025-10-26 10:32:00.461526+00,full,0,0,false,player,4453,2,675,248,12.0783185958862,21.6576366424561
0b57f815-1254-499d-9735-8fb0766f50d1,19649b2c-71ea-4590-a90e-41d2a130dd2e,2500,104.166666666667,[],null,2025-10-26 10:32:00.461526+00,full,0,0,false,player,4478,1,666,225,11.9120454788208,18.2688007354736
4048fe48-3581-4f3e-8676-a745606e6c90,5615740e-24ac-46dd-836a-b6197bfe90ae,2500,104.166666666667,[],null,2025-10-26 08:22:51.21202+00,full,0,0,false,player,3464,2,597,91,null,null
d45edb76-5206-445e-803f-f0ad56a8e880,5615740e-24ac-46dd-836a-b6197bfe90ae,2500,104.166666666667,[],null,2025-10-26 08:22:51.21202+00,full,0,0,false,player,3503,1,833,111,17.9230308532715,0.491190791130066
4df03ad8-68fb-4d36-9a37-5f8b25092a15,5615740e-24ac-46dd-836a-b6197bfe90ae,2500,104.166666666667,[],null,2025-10-26 08:22:51.21202+00,full,0,0,false,player,2247,1,992,269,21.6378993988037,24.6974258422852
b0f30199-2f9d-4577-bd3f-05a702948918,5615740e-24ac-46dd-836a-b6197bfe90ae,2500,104.166666666667,[],null,2025-10-26 08:22:51.21202+00,full,0,0,false,player,2953,1,1004,169,22.9187965393066,9.74660873413086
cf1cf596-e24b-475a-9238-24f3b988656b,5615740e-24ac-46dd-836a-b6197bfe90ae,2500,104.166666666667,[],null,2025-10-26 08:22:51.21202+00,full,0,0,false,player,3486,1,964,111,22.1842231750488,0.491190791130066
105f5a5d-9aa3-4279-8e41-147e50e7281d,5615740e-24ac-46dd-836a-b6197bfe90ae,2500,104.166666666667,[],null,2025-10-26 08:22:51.21202+00,full,0,0,false,player,3271,2,539,361,7.55476856231689,37.434986114502
60f2c4b8-8b22-484e-b3e8-5abf2bc3e698,5615740e-24ac-46dd-836a-b6197bfe90ae,2500,104.166666666667,[],null,2025-10-26 08:22:51.21202+00,full,0,0,false,player,3307,1,599,271,9.65315532684326,24.9842739105225
be2fc03a-6d6b-41db-9e8b-9ba7a68c09c5,5615740e-24ac-46dd-836a-b6197bfe90ae,2500,104.166666666667,[],null,2025-10-26 08:22:51.21202+00,full,0,0,true,player,3585,2,932,99,null,null
0eaac3b8-bea3-45f4-8610-e5bb56560ffa,19649b2c-71ea-4590-a90e-41d2a130dd2e,2500,104.166666666667,[],null,2025-10-26 10:32:00.461526+00,full,0,0,false,player,4091,1,329,255,1.4404205083847,22.6765956878662
f542bb36-45aa-4997-95ca-d5eb42576b9a,5615740e-24ac-46dd-836a-b6197bfe90ae,2500,104.166666666667,[],null,2025-10-26 08:22:51.21202+00,full,0,0,false,player,3590,1,613,105,null,null
40fdd450-6d1a-4e14-8079-1f94835e797c,5615740e-24ac-46dd-836a-b6197bfe90ae,2500,104.166666666667,[],null,2025-10-26 08:22:51.21202+00,full,0,0,false,player,3524,2,367,240,2.62080216407776,20.4860534667969
981cdf29-a658-4414-bfe4-233bd405766a,5615740e-24ac-46dd-836a-b6197bfe90ae,2500,104.166666666667,[],null,2025-10-26 08:22:51.21202+00,full,0,0,false,player,3043,1,774,256,15.0723924636841,22.8216953277588
dba1caea-a8e7-41cf-bffe-6637aeac3f87,5615740e-24ac-46dd-836a-b6197bfe90ae,2500,104.166666666667,[],null,2025-10-26 08:22:51.21202+00,full,0,0,false,player,3535,1,498,117,7.00816679000854,1.46981370449066
c891b181-81ea-4f0d-89d5-af8ba41602ad,19649b2c-71ea-4590-a90e-41d2a130dd2e,2500,104.166666666667,[],null,2025-10-26 10:32:00.461526+00,full,0,0,false,player,4338,1,1084,399,23.2354984283447,42.4365119934082
b76d4ecd-f3c7-4af1-ab0c-5b099fb844e6,5615740e-24ac-46dd-836a-b6197bfe90ae,2500,104.166666666667,[],null,2025-10-26 08:22:51.21202+00,full,0,0,false,player,3462,2,888,143,19.4468536376953,5.6534538269043
09feae53-a914-4b29-be6c-ceea5d5b752c,19649b2c-71ea-4590-a90e-41d2a130dd2e,2500,104.166666666667,[],null,2025-10-26 10:32:00.461526+00,full,0,0,false,player,4467,2,582,220,9.32523727416992,17.5236968994141
1d820a32-aa21-433f-b211-48141c78ccfb,5615740e-24ac-46dd-836a-b6197bfe90ae,2500,104.166666666667,[],null,2025-10-26 08:22:51.21202+00,full,0,0,false,player,3298,1,950,451,18.9786243438721,49.0514068603516
84720984-ec0b-47bc-87ef-38c15e27e5bb,5615740e-24ac-46dd-836a-b6197bfe90ae,2500,104.166666666667,[],null,2025-10-26 08:22:51.21202+00,full,0,0,false,player,3582,2,620,72,null,null
db81aec8-75d6-4035-a5c7-14a5f055dcd6,5615740e-24ac-46dd-836a-b6197bfe90ae,2500,104.166666666667,[],null,2025-10-26 08:22:51.21202+00,full,0,0,false,player,3526,2,692,85,null,null
bad4670e-aa65-4a0f-8cb8-d45b5254e461,19649b2c-71ea-4590-a90e-41d2a130dd2e,2500,104.166666666667,[],null,2025-10-26 10:32:00.461526+00,full,0,0,false,player,4481,2,659,361,11.0822868347168,37.434986114502
c5447b5e-b423-4a04-aa79-c077bbcad09a,5615740e-24ac-46dd-836a-b6197bfe90ae,2500,104.166666666667,[],null,2025-10-26 08:22:51.21202+00,full,0,0,false,player,3410,1,627,147,11.0526390075684,6.28898525238037
f8e51e74-3bbc-44f1-9a4d-de5efcf909b7,19649b2c-71ea-4590-a90e-41d2a130dd2e,2500,104.166666666667,[],null,2025-10-26 10:32:00.461526+00,full,0,0,false,player,4422,1,1008,272,22.0990390777588,25.1275253295898
e7a94b49-68eb-4f96-9d26-f14117fad77c,19649b2c-71ea-4590-a90e-41d2a130dd2e,2500,104.166666666667,[],null,2025-10-26 10:32:00.461526+00,full,0,0,false,player,3991,2,189,623,null,null
660c0b7f-8cda-4106-96b3-fc239cc61e5a,19649b2c-71ea-4590-a90e-41d2a130dd2e,2500,104.166666666667,[],null,2025-10-26 10:32:00.461526+00,full,0,0,false,player,4353,1,843,225,17.4027538299561,18.2688007354736
cc2d2918-7f14-464a-9fe4-6873481576eb,5615740e-24ac-46dd-836a-b6197bfe90ae,2500,104.166666666667,[],null,2025-10-26 08:22:51.21202+00,full,0,0,false,player,3059,1,846,158,17.9856147766113,8.02574348449707
26a8c29d-f51b-4192-a37d-09cc2ecc699b,5615740e-24ac-46dd-836a-b6197bfe90ae,2500,104.166666666667,[],null,2025-10-26 08:22:51.21202+00,full,0,0,false,player,3209,1,974,398,20.0561981201172,42.3067436218262
80fb44fb-4d1d-4435-b77c-5c76d5927e27,19649b2c-71ea-4590-a90e-41d2a130dd2e,2500,104.166666666667,[],null,2025-10-26 10:32:00.461526+00,full,0,0,false,player,4011,2,312,452,0.85201621055603,49.1761054992676
50c83b1e-4496-4bc6-af5c-a4ec03713456,19649b2c-71ea-4590-a90e-41d2a130dd2e,2499,104.125,[],null,2025-10-26 10:32:00.461526+00,full,10.9480452435005,25.1648490919195,false,player,4011,2,317,456,0.992541551589966,49.6739807128906
d9056ccd-9b72-49a9-af9c-dc4a8e3f9628,19649b2c-71ea-4590-a90e-41d2a130dd2e,2499,104.125,[],null,2025-10-26 10:32:00.461526+00,full,5.98326338410706,42.5772375206723,false,player,4091,1,331,255,1.50171506404877,22.6765956878662
e27f8c02-19c4-4b15-81c6-d231065c15b2,5615740e-24ac-46dd-836a-b6197bfe90ae,2499,104.125,[],null,2025-10-26 08:22:51.21202+00,full,5.7198307439395,44.147637837454,false,player,3462,2,890,143,19.369607925415,7.94842958450317
fd92a593-deb6-46a7-ba58-9fb36109c8d8,5615740e-24ac-46dd-836a-b6197bfe90ae,2499,104.125,[],null,2025-10-26 08:22:51.21202+00,full,5.40106965023822,61.0161770103485,false,player,3298,1,953,453,18.9269466400146,51.0981750488281
a9ae95cb-8f81-4c59-8b03-d5890a14a028,5615740e-24ac-46dd-836a-b6197bfe90ae,2499,104.125,[],null,2025-10-26 08:22:51.21202+00,full,6.19722860393642,221.653758799236,false,player,2247,1,994,270,21.5433444976807,26.909740447998
33bcd890-0119-4b54-bff7-f757fdc710d4,19649b2c-71ea-4590-a90e-41d2a130dd2e,2499,104.125,[],null,2025-10-26 10:32:00.461526+00,full,0,0,false,player,4479,2,536,307,7.62517690658569,30.0703430175781
52d02a38-50da-41b2-ba45-11f182dfba06,5615740e-24ac-46dd-836a-b6197bfe90ae,2499,104.125,[],null,2025-10-26 08:22:51.21202+00,full,5.95053050179004,42.220615355536,false,player,3307,1,596,271,9.48481845855713,27.0514602661133
5cb1e1ac-82cc-489f-8749-3ef49aa175f5,19649b2c-71ea-4590-a90e-41d2a130dd2e,2499,104.125,[],null,2025-10-26 10:32:00.461526+00,full,3.43999403865443,5.27898454171483,true,player,4402,1,752,224,14.5857753753662,18.120023727417
15a0d425-e779-4807-94d3-fabbd4bc5a57,5615740e-24ac-46dd-836a-b6197bfe90ae,2499,104.125,[],null,2025-10-26 08:22:51.21202+00,full,0,0,false,player,3503,1,834,111,17.82177734375,2.84899950027466
f4f996d4-6f1a-48f1-9e73-42061ffbe772,5615740e-24ac-46dd-836a-b6197bfe90ae,2499,104.125,[],null,2025-10-26 08:22:51.21202+00,full,3.04462738037109,30.5207554880849,false,player,3486,1,961,111,21.92746925354,2.84899950027466
2c170901-2459-45b0-90e6-abc9d0e58357,5615740e-24ac-46dd-836a-b6197bfe90ae,2499,104.125,[],null,2025-10-26 08:22:51.21202+00,full,0,0,false,player,3526,2,690,86,null,null
ef729909-49aa-4e07-bf23-e2036c98757f,19649b2c-71ea-4590-a90e-41d2a130dd2e,2499,104.125,[],null,2025-10-26 10:32:00.461526+00,full,6.75385981223362,2.32543446802444,false,player,4466,1,615,330,9.9071569442749,33.2450408935547
cbb59429-2603-40ee-87a1-1cc4c0a04057,19649b2c-71ea-4590-a90e-41d2a130dd2e,2499,104.125,[],null,2025-10-26 10:32:00.461526+00,full,0,0,false,player,3991,2,191,628,null,null
3fa4e342-4694-4e98-9925-e18156d81d64,19649b2c-71ea-4590-a90e-41d2a130dd2e,2499,104.125,[],null,2025-10-26 10:32:00.461526+00,full,0,0,false,player,4453,2,676,246,12.1188125610352,21.3654499053955
a82bf9c7-fde1-41f7-9104-af20bef89733,5615740e-24ac-46dd-836a-b6197bfe90ae,2499,104.125,[],null,2025-10-26 08:22:51.21202+00,full,0,0,true,player,3585,2,930,100,21.0232486724854,1.06399238109589
8600cc3c-0713-4a44-9b45-cb8e3270bc9b,19649b2c-71ea-4590-a90e-41d2a130dd2e,2499,104.125,[],null,2025-10-26 10:32:00.461526+00,full,4.18839189977981,4.23971262567255,false,player,4417,1,746,279,14.0845813751221,26.1270980834961
39e3896d-3f1c-4e1a-9921-7d705902a86c,5615740e-24ac-46dd-836a-b6197bfe90ae,2499,104.125,[],null,2025-10-26 08:22:51.21202+00,full,0,0,false,player,3590,1,612,105,10.6720199584961,1.8774266242981
33effd8f-98bb-4fe0-992c-eb8b92cbe53d,19649b2c-71ea-4590-a90e-41d2a130dd2e,2499,104.125,[],null,2025-10-26 10:32:00.461526+00,full,4.16700434511451,0.578750603488126,false,player,4475,2,630,239,10.7342090606689,20.3390731811523
f137858f-aba9-4c17-9f4a-11c6b6b1098f,5615740e-24ac-46dd-836a-b6197bfe90ae,2499,104.125,[],null,2025-10-26 08:22:51.21202+00,full,0,0,false,player,3464,2,597,91,null,null
c320dd70-3e34-4163-ab5b-63acf5168ed8,5615740e-24ac-46dd-836a-b6197bfe90ae,2499,104.125,[],null,2025-10-26 08:22:51.21202+00,full,4.54057912823596,123.716881715395,false,player,3059,1,846,158,17.8542613983154,10.2921276092529
01ce2bd9-2a17-4035-8ced-82b6bc38d02e,5615740e-24ac-46dd-836a-b6197bfe90ae,2499,104.125,[],null,2025-10-26 08:22:51.21202+00,full,0.23360710144043,8.036928788991,false,player,3535,1,500,117,7.00632238388062,3.81564617156982
cba44eea-0c11-4cac-b8f3-38958e49004f,19649b2c-71ea-4590-a90e-41d2a130dd2e,2499,104.125,[],null,2025-10-26 10:32:00.461526+00,full,4.17743636965323,3.62727031604323,false,player,4422,1,1006,271,22.0469532012939,24.9842739105225
de9bc60c-2715-454a-8b8d-275cac9b0301,5615740e-24ac-46dd-836a-b6197bfe90ae,2499,104.125,[],null,2025-10-26 08:22:51.21202+00,full,17.765828385226,48.4486693828136,false,player,3410,1,622,152,10.7809457778931,9.35816097259521
bcf6ea2e-023c-4daa-bcc3-1e7415acc666,19649b2c-71ea-4590-a90e-41d2a130dd2e,2499,104.125,[],null,2025-10-26 10:32:00.461526+00,full,0,0,false,player,4478,1,665,222,11.8955297470093,17.8221015930176
98dd673b-cef8-49ed-8364-45f2909b1494,19649b2c-71ea-4590-a90e-41d2a130dd2e,2499,104.125,[],null,2025-10-26 10:32:00.461526+00,full,22.1920426420395,22.5143527586187,false,player,4222,1,522,393,6.96913957595825,41.6564140319824
726245c5-2686-400d-afe3-04ce0a2bff9e,5615740e-24ac-46dd-836a-b6197bfe90ae,2499,104.125,[],null,2025-10-26 08:22:51.21202+00,full,7.55523514784697,90.2527430143576,false,player,3209,1,976,401,19.9604377746582,44.5646286010742
ece3459b-93c4-4fe7-95b4-834cb39e4084,5615740e-24ac-46dd-836a-b6197bfe90ae,2499,104.125,[],null,2025-10-26 08:22:51.21202+00,full,6.25610726246833,124.929657573473,false,player,3043,1,775,258,14.9815435409546,25.2002792358398
0eeb3bfc-a841-4dce-875f-b0f8b15ff092,19649b2c-71ea-4590-a90e-41d2a130dd2e,2499,104.125,[],null,2025-10-26 10:32:00.461526+00,full,3.22966905889096,14.9553703503475,false,player,4353,1,841,225,17.3407115936279,18.2688007354736
b8cfcc43-2d82-41ee-81d7-7b03dc3510d8,5615740e-24ac-46dd-836a-b6197bfe90ae,2499,104.125,[],null,2025-10-26 08:22:51.21202+00,full,2.26327594823844,77.2803775037876,false,player,2953,1,1004,170,22.7490463256836,12.146164894104
419878f8-ea43-4c5c-b3e8-ed016b1fa9fe,5615740e-24ac-46dd-836a-b6197bfe90ae,2499,104.125,[],null,2025-10-26 08:22:51.21202+00,full,0,0,false,player,3406,2,96,209,null,null
33d03591-d3a7-4229-a0f7-e179a2ce8f7b,5615740e-24ac-46dd-836a-b6197bfe90ae,2499,104.125,[],null,2025-10-26 08:22:51.21202+00,full,5.83702064267191,82.6866341016426,false,player,3271,2,539,362,7.48872518539429,39.4937362670898
468e32d7-9767-4060-ad37-2418d562e237,19649b2c-71ea-4590-a90e-41d2a130dd2e,2499,104.125,[],null,2025-10-26 10:32:00.461526+00,full,0,0,false,player,4338,1,1091,401,null,null
b0b3f328-424f-4ffb-add2-6b00dd6b8405,19649b2c-71ea-4590-a90e-41d2a130dd2e,2499,104.125,[],null,2025-10-26 10:32:00.461526+00,full,10.2581165033577,10.0931648317538,false,player,4375,1,542,284,7.87655878067017,26.8376770019531
917c16ba-6710-4f37-a681-3c366f3b364e,19649b2c-71ea-4590-a90e-41d2a130dd2e,2499,104.125,[],null,2025-10-26 10:32:00.461526+00,full,8.52104660995412,2.09170714232562,false,player,4467,2,587,218,9.4883861541748,17.2248039245605
77a00351-6751-4a30-9be9-88f9941669d4,5615740e-24ac-46dd-836a-b6197bfe90ae,2499,104.125,[],null,2025-10-26 08:22:51.21202+00,full,0,0,false,player,3582,2,618,73,null,null
5fc71482-d4f8-419d-85a5-10836725f3b0,19649b2c-71ea-4590-a90e-41d2a130dd2e,2499,104.125,[],null,2025-10-26 10:32:00.461526+00,full,3.41505942907892,1.27533204007999,false,player,4463,1,354,253,2.2083752155304,22.3860492706299
d637b648-dafe-41f5-b5b3-9c022dd646ce,5615740e-24ac-46dd-836a-b6197bfe90ae,2499,104.125,[],null,2025-10-26 08:22:51.21202+00,full,4.01341779814057,21.020541870283,false,player,3524,2,364,241,2.49034738540649,22.7503452301025
b153c406-7360-45ab-a8ab-ce2912a3a1ee,19649b2c-71ea-4590-a90e-41d2a130dd2e,2499,104.125,[],null,2025-10-26 10:32:00.461526+00,full,0,0,false,player,4481,2,672,355,11.4909906387329,36.6318550109863
a1470427-1b08-457b-a30a-8750fa2e0d50,19649b2c-71ea-4590-a90e-41d2a130dd2e,2498,104.083333333333,[],null,2025-10-26 10:32:00.461526+00,full,10.9480452435005,25.1648490919195,false,player,4011,2,319,458,1.0484790802002,49.9223670959473
03eda135-2535-484b-b96e-5fb97942c2f5,19649b2c-71ea-4590-a90e-41d2a130dd2e,2498,104.083333333333,[],null,2025-10-26 10:32:00.461526+00,full,22.1920426420395,22.5143527586187,false,player,4222,1,529,399,7.1560697555542,42.4365119934082
17160a72-6c3a-4995-b1c8-070f81935b23,19649b2c-71ea-4590-a90e-41d2a130dd2e,2498,104.083333333333,[],null,2025-10-26 10:32:00.461526+00,full,3.22966905889096,14.9553703503475,false,player,4353,1,841,224,17.3477630615234,18.120023727417
336cf47d-8d40-4518-ab1e-b6c79a1a88dc,19649b2c-71ea-4590-a90e-41d2a130dd2e,2498,104.083333333333,[],null,2025-10-26 10:32:00.461526+00,full,0,0,false,player,4338,1,1096,402,null,null
388f2e03-43f6-4eca-83e6-4c0e5cd51e33,19649b2c-71ea-4590-a90e-41d2a130dd2e,2498,104.083333333333,[],null,2025-10-26 10:32:00.461526+00,full,0,0,false,player,4476,1,674,295,11.8238000869751,28.3910675048828
7f859577-8067-485a-b231-7f268d68afbc,5615740e-24ac-46dd-836a-b6197bfe90ae,2498,104.083333333333,[],null,2025-10-26 08:22:51.070735+00,full,7.55523514784697,90.2527430143576,false,player,3209,1,977,402,20.1125946044922,42.8252334594727
32e612a1-3ca5-4e59-b5ea-a6b8b1f6c1db,5615740e-24ac-46dd-836a-b6197bfe90ae,2498,104.083333333333,[],null,2025-10-26 08:22:51.070735+00,full,5.40106965023822,61.0161770103485,false,player,3298,1,954,455,19.0638809204102,49.5496520996094
8542eb37-6dc9-4561-9943-0a8e0fa1d850,19649b2c-71ea-4590-a90e-41d2a130dd2e,2498,104.083333333333,[],null,2025-10-26 10:32:00.461526+00,full,5.98326338410706,42.5772375206723,false,player,4091,1,333,254,1.5636373758316,22.5313816070557
6708bb1b-d089-404b-97be-b384e3c0348a,19649b2c-71ea-4590-a90e-41d2a130dd2e,2498,104.083333333333,[],null,2025-10-26 10:32:00.461526+00,full,0,0,false,player,4453,2,676,245,12.1236991882324,21.2191791534424
26729f69-4de3-4383-9653-1f2d02bd6657,19649b2c-71ea-4590-a90e-41d2a130dd2e,2498,104.083333333333,[],null,2025-10-26 10:32:00.461526+00,full,3.41505942907892,1.27533204007999,false,player,4463,1,354,252,2.20926308631897,22.2406005859375
71f107bf-ab5a-4525-b59f-f10dc77efc46,19649b2c-71ea-4590-a90e-41d2a130dd2e,2498,104.083333333333,[],null,2025-10-26 10:32:00.461526+00,full,4.17743636965323,3.62727031604323,false,player,4422,1,1004,270,21.9948272705078,24.8409061431885
b5f4b726-d7cf-4b30-8bb3-9c0a0082a079,19649b2c-71ea-4590-a90e-41d2a130dd2e,2498,104.083333333333,[],null,2025-10-26 10:32:00.461526+00,full,4.18839189977981,4.23971262567255,false,player,4417,1,745,278,14.0598192214966,25.9846420288086
4e1c80b6-8ed6-4017-af78-86c9d38c4760,19649b2c-71ea-4590-a90e-41d2a130dd2e,2498,104.083333333333,[],null,2025-10-26 10:32:00.461526+00,full,0,0,false,player,4478,1,664,220,11.874135017395,17.5236968994141
ce6fca52-a9d4-47af-88d5-b0e4e3a34cd1,19649b2c-71ea-4590-a90e-41d2a130dd2e,2498,104.083333333333,[],null,2025-10-26 10:32:00.461526+00,full,0,0,false,player,4479,2,540,308,7.74221324920654,30.2095680236816
f7b5442e-3f36-40f7-8d2d-1863d88ad4de,5615740e-24ac-46dd-836a-b6197bfe90ae,2498,104.083333333333,[],null,2025-10-26 08:22:51.070735+00,full,5.83702064267191,82.6866341016426,false,player,3271,2,538,362,7.52247524261475,37.5684776306152
5fb2923d-deee-495e-90b7-35e9bc81bc33,19649b2c-71ea-4590-a90e-41d2a130dd2e,2498,104.083333333333,[],null,2025-10-26 10:32:00.461526+00,full,4.16700434511451,0.578750603488126,false,player,4475,2,632,238,10.8002643585205,20.1919746398926
a8696e48-3d2d-4150-87ea-f2ffb0b53ddc,19649b2c-71ea-4590-a90e-41d2a130dd2e,2498,104.083333333333,[],null,2025-10-26 10:32:00.461526+00,full,0,0,false,player,3991,2,191,628,null,null
ecb20453-f268-4a38-95e6-69ee0e697f0e,19649b2c-71ea-4590-a90e-41d2a130dd2e,2498,104.083333333333,[],null,2025-10-26 10:32:00.461526+00,full,3.43999403865443,5.27898454171483,true,player,4402,1,751,223,14.5606622695923,17.9711227416992
9397e023-2c0c-4d10-b6a4-0f57c47e69ee,19649b2c-71ea-4590-a90e-41d2a130dd2e,2498,104.083333333333,[],null,2025-10-26 10:32:00.461526+00,full,8.52104660995412,2.09170714232562,false,player,4467,2,591,220,9.60499382019043,17.5236968994141
130e5f00-2544-474f-ab52-7366be5fbedf,5615740e-24ac-46dd-836a-b6197bfe90ae,2498,104.083333333333,[],null,2025-10-26 08:22:51.070735+00,full,6.19722860393642,221.653758799236,false,player,2247,1,995,271,21.711986541748,24.9842739105225
eb7ab308-ff3a-46b7-b9af-48c96ce22179,19649b2c-71ea-4590-a90e-41d2a130dd2e,2498,104.083333333333,[],null,2025-10-26 10:32:00.461526+00,full,10.2581165033577,10.0931648317538,false,player,4375,1,544,282,7.94345378875732,26.553783416748
31b1bb03-4fc8-4cd8-97cb-9ab3ee5a5f30,5615740e-24ac-46dd-836a-b6197bfe90ae,2498,104.083333333333,[],null,2025-10-26 08:22:51.070735+00,full,5.7198307439395,44.147637837454,false,player,3462,2,890,145,19.4946403503418,5.97148656845093
5ab8810f-2d4d-4083-99e4-eaff3c7fbc60,5615740e-24ac-46dd-836a-b6197bfe90ae,2498,104.083333333333,[],null,2025-10-26 08:22:51.070735+00,full,4.54057912823596,123.716881715395,false,player,3059,1,846,160,17.9705963134766,8.33980369567871